Macedonia,799.9987777,1499.610902,9993.992499,19981.05594,29964.24375,49937.28916,69921.20285,350456.7915,386705.0833,496874.7316,539079.8305,584732.6442,743395.686,944982.0496,1064789.311,1069432.197,41.592582,21.72687,
Madagascar,,500.5981783,2004.082653,9028.017954,25109.50972,30174.61452,35260.10269,55506.76735,71286.21253,91190.43037,101542.5342,111952.8612,123372.5415,322513.653,328023.645,352134.923,-20.164164,46.863785,
Malawi,,,481.7502031,1916.311335,9532.816899,14235.92294,18910.50217,25452.37839,33861.94253,43343.62457,49301.47937,56098.29046,131255.2611,98035.791,154532.503,336759.0066,-15.849488,34.283804,
Malaysia,30184.79892,181034.7569,502584.8342,1507160.455,2813985.08,5007215.342,6397588.632,7927815.246,8763835.123,10812546.18,12692330.63,13728623.95,15067486.09,15346120.46,15623711.81,15989772.57,2.88105,114.403409,
Maldives,0,576.3116559,801.4667657,1503.058899,3008.074541,6021.774265,10048.50787,15094.92283,17132.79989,19171.0311,20281.822,33044.93714,49476.857,71370.624,77311.272,89395.455,3.259275,73.41157,
Mali,,207.4290946,1046.044741,2110.526697,6681.645607,16101.00488,21638.08339,27249.75377,38423.44085,55280.86705,66813.89414,99176.74784,113568.3666,227021.843,286268.4096,414984.843,18.956136,-4.014246,
Malta,869.7793719,4093.354609,15349.12989,25575.96946,30677.50797,52116.50116,71465.98356,116328.9648,128074.6068,140966.7546,168793.258,166119.0444,193513.152,207304.1568,244398.492,262404.45,35.889269,14.445195,
Marshall Islands,0,19.04447132,,,503.1300719,800.0460282,889.6749848,1215.972573,1336.064611,1870.732015,2018.360367,1981.677651,1947.700975,1917.837125,1893.444658,,7.075467,171.214748,
Mauritania,,,101.199393,1012.968413,3041.860603,5074.898031,7112.36013,10171.63316,12219.83382,14273.31632,20415.54671,30662.99555,46057.28973,61621.2498,77009.964,103793.19,20.575079,-10.951394,
Mauritius,,2114.168602,5528.656659,30102.30336,55104.07001,87089.12599,106097.8193,125177.883,150339.4109,170520.7329,190675.7711,211536.228,257936.43,280007.4669,290741.1859,368055.4276,-20.261277,57.550058,
Mexico,94638.79747,188098.0741,598714.5707,1227834.247,1829828.961,5079330.969,7131596.66,12213464.21,13403431.4,14829811.35,18325854.58,21049442.56,22728838.7,24017156,29509589.39,35217856.09,23.881206,-101.93075,
Moldova,150,200.044535,1200.641618,11009.89283,25031.56654,52683.11562,60110.67841,150308.5467,288628.2339,406883.0898,551104.1465,728899.4102,750829.93,850240.3001,1333055.61,1429154,47.126969,28.433423,
Monaco,,,,,,,,,,,,,,,,,43.746095,7.399786,
Mongolia,203.1983865,422.304435,2644.509633,3451.182416,12146.68388,30278.40316,40248.33292,50150.09215,,,,,,333167.5026,341669.034,355524.129,45.977821,103.821368,
Montenegro,,,,,,,,,,158922.6221,180610.9324,201821.9767,232600.6174,257803.0398,282790.9704,328374.8,42.839452,19.394351,
Morocco,999.1835063,1550.739314,5994.822047,39961.87478,49947.06678,199764.9505,399489.0022,699016.3577,998307.8576,3491916.582,4584535.729,6070167.842,6667407.785,10367400.94,13065058.41,15656191.88,29.931009,-9.022545,
Mozambique,,499.4408526,1996.94662,3493.185918,9976.607051,19946.55939,29912.30889,49845.67588,82737.29317,137562.9588,177450.0845,179473.0354,198483.0666,348393.24,612610.6676,975394.9005,-23.868235,35.531221,
Myanmar,,,,,67.50563579,,131.1117995,194.5206687,11031.89032,11212.29685,30219.39594,84844.13079,101867.6035,103950.693,104723.0228,,21.980993,96.674414,
Namibia,101.9222852,153.6345353,1029.236688,5168.806836,6223.504083,31181.61379,46802.36574,51973.64193,67477.07555,77743.23801,83407.00528,93196.80494,104400.063,117260.5714,131666.0096,148413.785,-23.170792,18.489005,
Nepal,199.7261253,998.5187156,4991.934119,14974.76029,34944.4037,49936.251,59956.26441,79999.62132,100080.2869,120188.6644,225499.2618,317690.4362,400071.1158,500062.6934,579825.0371,2375777.565,28.08729,84.334437,
Netherlands,998301.055,1497257.831,2195037.969,3490213.383,6180223.56,6977160.686,7876704.802,9834553.562,10384615.74,11117432.35,13207420.17,13708351.68,14111797.11,14427152.51,14842071.91,15071302.71,52.172163,5.323091,
